Ensembl_ID,Gene_type,Symbol
ENSG00000076641,protein_coding,PAG1
ENSG00000068985,protein_coding,PAGE1
ENSG00000234068,protein_coding,PAGE2
ENSG00000238269,protein_coding,PAGE2B
ENSG00000204279,protein_coding,PAGE3
ENSG00000101951,protein_coding,PAGE4
ENSG00000158639,protein_coding,PAGE5
ENSG00000280789,protein_coding,PAGR1
ENSG00000171759,protein_coding,PAH
ENSG00000128050,protein_coding,PAICS
ENSG00000172239,protein_coding,PAIP1
ENSG00000120727,protein_coding,PAIP2
ENSG00000124374,protein_coding,PAIP2B
ENSG00000149269,protein_coding,PAK1
ENSG00000111845,protein_coding,PAK1IP1
ENSG00000180370,protein_coding,PAK2
ENSG00000077264,protein_coding,PAK3
ENSG00000130669,protein_coding,PAK4
ENSG00000101349,protein_coding,PAK5
ENSG00000137843,protein_coding,PAK6
ENSG00000083093,protein_coding,PALB2
ENSG00000107719,protein_coding,PALD1
ENSG00000129116,protein_coding,PALLD
ENSG00000099864,protein_coding,PALM
ENSG00000157654,protein_coding,PALM2AKAP2
ENSG00000187867,protein_coding,PALM3
ENSG00000099260,protein_coding,PALMD
ENSG00000072415,protein_coding,PALS1
ENSG00000105926,protein_coding,PALS2
ENSG00000145730,protein_coding,PAM
ENSG00000217930,protein_coding,PAM16
ENSG00000149090,protein_coding,PAMR1
ENSG00000135473,protein_coding,PAN2
ENSG00000152520,protein_coding,PAN3
ENSG00000152782,protein_coding,PANK1
ENSG00000125779,protein_coding,PANK2
ENSG00000120137,protein_coding,PANK3
ENSG00000157881,protein_coding,PANK4
ENSG00000110218,protein_coding,PANX1
ENSG00000073150,protein_coding,PANX2
ENSG00000154143,protein_coding,PANX3
ENSG00000148832,protein_coding,PAOX
ENSG00000100767,protein_coding,PAPLN
ENSG00000090060,protein_coding,PAPOLA
ENSG00000218823,protein_coding,PAPOLB
ENSG00000115421,protein_coding,PAPOLG
ENSG00000182752,protein_coding,PAPPA
ENSG00000116183,protein_coding,PAPPA2
ENSG00000138801,protein_coding,PAPSS1
ENSG00000198682,protein_coding,PAPSS2
ENSG00000163291,protein_coding,PAQR3
ENSG00000162073,protein_coding,PAQR4
ENSG00000137819,protein_coding,PAQR5
ENSG00000160781,protein_coding,PAQR6
ENSG00000182749,protein_coding,PAQR7
ENSG00000170915,protein_coding,PAQR8
ENSG00000188582,protein_coding,PAQR9
ENSG00000148498,protein_coding,PARD3
ENSG00000116117,protein_coding,PARD3B
ENSG00000102981,protein_coding,PARD6A
ENSG00000124171,protein_coding,PARD6B
ENSG00000178184,protein_coding,PARD6G
ENSG00000227345,protein_coding,PARG
ENSG00000116288,protein_coding,PARK7
ENSG00000175193,protein_coding,PARL
ENSG00000169116,protein_coding,PARM1
ENSG00000140694,protein_coding,PARN
ENSG00000143799,protein_coding,PARP1
ENSG00000178685,protein_coding,PARP10
ENSG00000111224,protein_coding,PARP11
ENSG00000059378,protein_coding,PARP12
ENSG00000173193,protein_coding,PARP14
ENSG00000173200,protein_coding,PARP15
ENSG00000138617,protein_coding,PARP16
ENSG00000129484,protein_coding,PARP2
ENSG00000041880,protein_coding,PARP3
ENSG00000102699,protein_coding,PARP4
ENSG00000137817,protein_coding,PARP6
ENSG00000151883,protein_coding,PARP8
ENSG00000138496,protein_coding,PARP9
ENSG00000185480,protein_coding,PARPBP
ENSG00000162396,protein_coding,PARS2
ENSG00000197702,protein_coding,PARVA
ENSG00000188677,protein_coding,PARVB
ENSG00000138964,protein_coding,PARVG
ENSG00000166049,protein_coding,PASD1
ENSG00000115687,protein_coding,PASK
ENSG00000171053,protein_coding,PATE1
ENSG00000196844,protein_coding,PATE2
ENSG00000236027,protein_coding,PATE3
ENSG00000237353,protein_coding,PATE4
ENSG00000132849,protein_coding,PATJ
ENSG00000166889,protein_coding,PATL1
ENSG00000229474,protein_coding,PATL2
ENSG00000100105,protein_coding,PATZ1
ENSG00000177425,protein_coding,PAWR
ENSG00000125813,protein_coding,PAX1
ENSG00000075891,protein_coding,PAX2
ENSG00000135903,protein_coding,PAX3
ENSG00000106331,protein_coding,PAX4
ENSG00000196092,protein_coding,PAX5
ENSG00000007372,protein_coding,PAX6
ENSG00000009709,protein_coding,PAX7
ENSG00000125618,protein_coding,PAX8
ENSG00000198807,protein_coding,PAX9
ENSG00000159086,protein_coding,PAXBP1
ENSG00000157212,protein_coding,PAXIP1
ENSG00000148362,protein_coding,PAXX
ENSG00000102390,protein_coding,PBDC1
ENSG00000108187,protein_coding,PBLD
ENSG00000254440,protein_coding,PBOV1
ENSG00000163939,protein_coding,PBRM1
ENSG00000185630,protein_coding,PBX1
ENSG00000204304,protein_coding,PBX2
ENSG00000167081,protein_coding,PBX3
ENSG00000105717,protein_coding,PBX4
ENSG00000163346,protein_coding,PBXIP1
ENSG00000173599,protein_coding,PC
ENSG00000179270,protein_coding,PCARE
ENSG00000166228,protein_coding,PCBD1
ENSG00000132570,protein_coding,PCBD2
ENSG00000169564,protein_coding,PCBP1
ENSG00000197111,protein_coding,PCBP2
ENSG00000183570,protein_coding,PCBP3
ENSG00000090097,protein_coding,PCBP4
ENSG00000175198,protein_coding,PCCA
ENSG00000114054,protein_coding,PCCB
ENSG00000156453,protein_coding,PCDH1
ENSG00000138650,protein_coding,PCDH10
ENSG00000102290,protein_coding,PCDH11X
ENSG00000099715,protein_coding,PCDH11Y
ENSG00000113555,protein_coding,PCDH12
ENSG00000150275,protein_coding,PCDH15
ENSG00000118946,protein_coding,PCDH17
ENSG00000189184,protein_coding,PCDH18
ENSG00000165194,protein_coding,PCDH19
ENSG00000280165,protein_coding,PCDH20
ENSG00000169851,protein_coding,PCDH7
ENSG00000136099,protein_coding,PCDH8
ENSG00000184226,protein_coding,PCDH9
ENSG00000204970,protein_coding,PCDHA1
ENSG00000250120,protein_coding,PCDHA10
ENSG00000249158,protein_coding,PCDHA11
ENSG00000251664,protein_coding,PCDHA12
ENSG00000239389,protein_coding,PCDHA13
ENSG00000204969,protein_coding,PCDHA2
ENSG00000255408,protein_coding,PCDHA3
ENSG00000204967,protein_coding,PCDHA4
ENSG00000204965,protein_coding,PCDHA5
ENSG00000081842,protein_coding,PCDHA6
ENSG00000204963,protein_coding,PCDHA7
ENSG00000204962,protein_coding,PCDHA8
ENSG00000204961,protein_coding,PCDHA9
ENSG00000248383,protein_coding,PCDHAC1
ENSG00000243232,protein_coding,PCDHAC2
ENSG00000171815,protein_coding,PCDHB1
ENSG00000120324,protein_coding,PCDHB10
ENSG00000197479,protein_coding,PCDHB11
ENSG00000120328,protein_coding,PCDHB12
ENSG00000187372,protein_coding,PCDHB13
ENSG00000120327,protein_coding,PCDHB14
ENSG00000113248,protein_coding,PCDHB15
ENSG00000272674,protein_coding,PCDHB16
ENSG00000112852,protein_coding,PCDHB2
ENSG00000113205,protein_coding,PCDHB3
ENSG00000081818,protein_coding,PCDHB4
ENSG00000113209,protein_coding,PCDHB5
ENSG00000113211,protein_coding,PCDHB6
ENSG00000113212,protein_coding,PCDHB7
ENSG00000120322,protein_coding,PCDHB8
ENSG00000177839,protein_coding,PCDHB9
ENSG00000204956,protein_coding,PCDHGA1
ENSG00000253846,protein_coding,PCDHGA10
ENSG00000253873,protein_coding,PCDHGA11
ENSG00000253159,protein_coding,PCDHGA12
ENSG00000081853,protein_coding,PCDHGA2
ENSG00000254245,protein_coding,PCDHGA3
ENSG00000262576,protein_coding,PCDHGA4
ENSG00000253485,protein_coding,PCDHGA5
ENSG00000253731,protein_coding,PCDHGA6
ENSG00000253537,protein_coding,PCDHGA7
ENSG00000253767,protein_coding,PCDHGA8
ENSG00000261934,protein_coding,PCDHGA9
ENSG00000254221,protein_coding,PCDHGB1
ENSG00000253910,protein_coding,PCDHGB2
ENSG00000262209,protein_coding,PCDHGB3
ENSG00000253953,protein_coding,PCDHGB4
ENSG00000276547,protein_coding,PCDHGB5
ENSG00000253305,protein_coding,PCDHGB6
ENSG00000254122,protein_coding,PCDHGB7
ENSG00000240184,protein_coding,PCDHGC3
ENSG00000242419,protein_coding,PCDHGC4
ENSG00000240764,protein_coding,PCDHGC5
ENSG00000132635,protein_coding,PCED1A
ENSG00000179715,protein_coding,PCED1B
ENSG00000165494,protein_coding,PCF11
ENSG00000115289,protein_coding,PCGF1
ENSG00000277258,protein_coding,PCGF2
ENSG00000185619,protein_coding,PCGF3
ENSG00000180628,protein_coding,PCGF5
ENSG00000156374,protein_coding,PCGF6
ENSG00000126226,protein_coding,PCID2
ENSG00000100982,protein_coding,PCIF1
ENSG00000124253,protein_coding,PCK1
ENSG00000100889,protein_coding,PCK2
ENSG00000166803,protein_coding,PCLAF
ENSG00000186472,protein_coding,PCLO
ENSG00000078674,protein_coding,PCM1
ENSG00000120265,protein_coding,PCMT1
ENSG00000168300,protein_coding,PCMTD1
ENSG00000203880,protein_coding,PCMTD2
ENSG00000132646,protein_coding,PCNA
ENSG00000081154,protein_coding,PCNP
ENSG00000160299,protein_coding,PCNT
ENSG00000100731,protein_coding,PCNX1
ENSG00000135749,protein_coding,PCNX2
ENSG00000197136,protein_coding,PCNX3
ENSG00000126773,protein_coding,PCNX4
ENSG00000106333,protein_coding,PCOLCE
ENSG00000163710,protein_coding,PCOLCE2
ENSG00000174788,protein_coding,PCP2
ENSG00000183036,protein_coding,PCP4
ENSG00000248485,protein_coding,PCP4L1
ENSG00000175426,protein_coding,PCSK1
ENSG00000102109,protein_coding,PCSK1N
ENSG00000125851,protein_coding,PCSK2
ENSG00000115257,protein_coding,PCSK4
ENSG00000099139,protein_coding,PCSK5
ENSG00000140479,protein_coding,PCSK6
ENSG00000160613,protein_coding,PCSK7
ENSG00000169174,protein_coding,PCSK9
ENSG00000141179,protein_coding,PCTP
ENSG00000116005,protein_coding,PCYOX1
ENSG00000145882,protein_coding,PCYOX1L
ENSG00000161217,protein_coding,PCYT1A
ENSG00000102230,protein_coding,PCYT1B
ENSG00000185813,protein_coding,PCYT2
ENSG00000106244,protein_coding,PDAP1
ENSG00000116703,protein_coding,PDC
ENSG00000188389,protein_coding,PDCD1
ENSG00000114209,protein_coding,PDCD10
ENSG00000148843,protein_coding,PDCD11
ENSG00000197646,protein_coding,PDCD1LG2
ENSG00000071994,protein_coding,PDCD2
ENSG00000126249,protein_coding,PDCD2L
ENSG00000150593,protein_coding,PDCD4
ENSG00000105185,protein_coding,PDCD5
ENSG00000249915,protein_coding,PDCD6
ENSG00000170248,protein_coding,PDCD6IP
ENSG00000090470,protein_coding,PDCD7
ENSG00000136940,protein_coding,PDCL
ENSG00000163440,protein_coding,PDCL2
ENSG00000115539,protein_coding,PDCL3
ENSG00000112541,protein_coding,PDE10A
ENSG00000128655,protein_coding,PDE11A
ENSG00000174840,protein_coding,PDE12
ENSG00000115252,protein_coding,PDE1A
ENSG00000123360,protein_coding,PDE1B
ENSG00000154678,protein_coding,PDE1C
ENSG00000186642,protein_coding,PDE2A
ENSG00000172572,protein_coding,PDE3A
ENSG00000152270,protein_coding,PDE3B
ENSG00000065989,protein_coding,PDE4A
ENSG00000184588,protein_coding,PDE4B
ENSG00000105650,protein_coding,PDE4C
ENSG00000113448,protein_coding,PDE4D
ENSG00000178104,protein_coding,PDE4DIP
ENSG00000138735,protein_coding,PDE5A
ENSG00000132915,protein_coding,PDE6A
ENSG00000133256,protein_coding,PDE6B
ENSG00000095464,protein_coding,PDE6C
ENSG00000156973,protein_coding,PDE6D
ENSG00000185527,protein_coding,PDE6G
ENSG00000139053,protein_coding,PDE6H
ENSG00000205268,protein_coding,PDE7A
ENSG00000171408,protein_coding,PDE7B
ENSG00000073417,protein_coding,PDE8A
ENSG00000113231,protein_coding,PDE8B
ENSG00000160191,protein_coding,PDE9A
ENSG00000258429,protein_coding,PDF
ENSG00000197461,protein_coding,PDGFA
ENSG00000100311,protein_coding,PDGFB
ENSG00000145431,protein_coding,PDGFC
ENSG00000170962,protein_coding,PDGFD
ENSG00000134853,protein_coding,PDGFRA
ENSG00000113721,protein_coding,PDGFRB
ENSG00000104213,protein_coding,PDGFRL
ENSG00000131828,protein_coding,PDHA1
ENSG00000163114,protein_coding,PDHA2
ENSG00000168291,protein_coding,PDHB
ENSG00000110435,protein_coding,PDHX
ENSG00000185615,protein_coding,PDIA2
ENSG00000167004,protein_coding,PDIA3
ENSG00000155660,protein_coding,PDIA4
ENSG00000065485,protein_coding,PDIA5
ENSG00000143870,protein_coding,PDIA6
ENSG00000175087,protein_coding,PDIK1L
ENSG00000169340,protein_coding,PDILT
ENSG00000152256,protein_coding,PDK1
ENSG00000005882,protein_coding,PDK2
ENSG00000067992,protein_coding,PDK3
ENSG00000004799,protein_coding,PDK4
ENSG00000107438,protein_coding,PDLIM1
ENSG00000120913,protein_coding,PDLIM2
ENSG00000154553,protein_coding,PDLIM3
ENSG00000131435,protein_coding,PDLIM4
ENSG00000163110,protein_coding,PDLIM5
ENSG00000196923,protein_coding,PDLIM7
ENSG00000164951,protein_coding,PDP1
ENSG00000172840,protein_coding,PDP2
ENSG00000140992,protein_coding,PDPK1
ENSG00000162493,protein_coding,PDPN
ENSG00000090857,protein_coding,PDPR
ENSG00000088356,protein_coding,PDRG1
ENSG00000121892,protein_coding,PDS5A
ENSG00000083642,protein_coding,PDS5B
ENSG00000148459,protein_coding,PDSS1
ENSG00000164494,protein_coding,PDSS2
ENSG00000139515,protein_coding,PDX1
ENSG00000179889,protein_coding,PDXDC1
ENSG00000160209,protein_coding,PDXK
ENSG00000241360,protein_coding,PDXP
ENSG00000101327,protein_coding,PDYN
ENSG00000120509,protein_coding,PDZD11
ENSG00000133401,protein_coding,PDZD2
ENSG00000172367,protein_coding,PDZD3
ENSG00000067840,protein_coding,PDZD4
ENSG00000186862,protein_coding,PDZD7
ENSG00000165650,protein_coding,PDZD8
ENSG00000155714,protein_coding,PDZD9
ENSG00000174827,protein_coding,PDZK1
ENSG00000162366,protein_coding,PDZK1IP1
ENSG00000121440,protein_coding,PDZRN3
ENSG00000165966,protein_coding,PDZRN4
ENSG00000162734,protein_coding,PEA15
ENSG00000173517,protein_coding,PEAK1
ENSG00000188305,protein_coding,PEAK3
ENSG00000187800,protein_coding,PEAR1
ENSG00000089220,protein_coding,PEBP1
ENSG00000134020,protein_coding,PEBP4
ENSG00000261371,protein_coding,PECAM1
ENSG00000115425,protein_coding,PECR
ENSG00000240849,protein_coding,PEDS1
ENSG00000124208,protein_coding,PEDS1-UBE2V1
ENSG00000162517,protein_coding,PEF1
ENSG00000242265,protein_coding,PEG10
ENSG00000198300,protein_coding,PEG3
ENSG00000197329,protein_coding,PELI1
ENSG00000139946,protein_coding,PELI2
ENSG00000174516,protein_coding,PELI3
ENSG00000152684,protein_coding,PELO
ENSG00000141456,protein_coding,PELP1
ENSG00000133027,protein_coding,PEMT
ENSG00000181195,protein_coding,PENK
ENSG00000124299,protein_coding,PEPD
ENSG00000179094,protein_coding,PER1
ENSG00000132326,protein_coding,PER2
ENSG00000049246,protein_coding,PER3
ENSG00000187642,protein_coding,PERM1
ENSG00000112378,protein_coding,PERP
ENSG00000100029,protein_coding,PES1
ENSG00000229833,protein_coding,PET100
ENSG00000232838,protein_coding,PET117
ENSG00000127980,protein_coding,PEX1
ENSG00000157911,protein_coding,PEX10
ENSG00000166821,protein_coding,PEX11A
ENSG00000131779,protein_coding,PEX11B
ENSG00000104883,protein_coding,PEX11G
ENSG00000108733,protein_coding,PEX12
ENSG00000162928,protein_coding,PEX13
ENSG00000142655,protein_coding,PEX14
ENSG00000121680,protein_coding,PEX16
ENSG00000162735,protein_coding,PEX19
ENSG00000164751,protein_coding,PEX2
ENSG00000215193,protein_coding,PEX26
ENSG00000034693,protein_coding,PEX3
ENSG00000139197,protein_coding,PEX5
ENSG00000114757,protein_coding,PEX5L
ENSG00000124587,protein_coding,PEX6
ENSG00000112357,protein_coding,PEX7
ENSG00000163737,protein_coding,PF4
ENSG00000109272,protein_coding,PF4V1
ENSG00000178921,protein_coding,PFAS
ENSG00000113068,protein_coding,PFDN1
ENSG00000143256,protein_coding,PFDN2
ENSG00000101132,protein_coding,PFDN4
ENSG00000123349,protein_coding,PFDN5
ENSG00000204220,protein_coding,PFDN6
ENSG00000158571,protein_coding,PFKFB1
ENSG00000123836,protein_coding,PFKFB2
ENSG00000170525,protein_coding,PFKFB3
ENSG00000114268,protein_coding,PFKFB4
ENSG00000141959,protein_coding,PFKL
ENSG00000152556,protein_coding,PFKM
ENSG00000067057,protein_coding,PFKP
ENSG00000108518,protein_coding,PFN1
ENSG00000070087,protein_coding,PFN2
ENSG00000196570,protein_coding,PFN3
ENSG00000176732,protein_coding,PFN4
ENSG00000229859,protein_coding,PGA3
ENSG00000229183,protein_coding,PGA4
ENSG00000256713,protein_coding,PGA5
ENSG00000171314,protein_coding,PGAM1
ENSG00000164708,protein_coding,PGAM2
ENSG00000226784,protein_coding,PGAM4
ENSG00000247077,protein_coding,PGAM5
ENSG00000197121,protein_coding,PGAP1
ENSG00000148985,protein_coding,PGAP2
ENSG00000161395,protein_coding,PGAP3
ENSG00000165152,protein_coding,PGAP4
ENSG00000129925,protein_coding,PGAP6
ENSG00000137338,protein_coding,PGBD1
ENSG00000185220,protein_coding,PGBD2
ENSG00000182405,protein_coding,PGBD4
ENSG00000177614,protein_coding,PGBD5
ENSG00000096088,protein_coding,PGC
ENSG00000142657,protein_coding,PGD
ENSG00000119630,protein_coding,PGF
ENSG00000142102,protein_coding,PGGHG
ENSG00000164219,protein_coding,PGGT1B
ENSG00000102144,protein_coding,PGK1
ENSG00000170950,protein_coding,PGK2
ENSG00000130313,protein_coding,PGLS
ENSG00000008438,protein_coding,PGLYRP1
ENSG00000161031,protein_coding,PGLYRP2
ENSG00000159527,protein_coding,PGLYRP3
ENSG00000163218,protein_coding,PGLYRP4
ENSG00000079739,protein_coding,PGM1
ENSG00000169299,protein_coding,PGM2
ENSG00000165434,protein_coding,PGM2L1
ENSG00000013375,protein_coding,PGM3
ENSG00000154330,protein_coding,PGM5
ENSG00000184207,protein_coding,PGP
ENSG00000130517,protein_coding,PGPEP1
ENSG00000183571,protein_coding,PGPEP1L
ENSG00000082175,protein_coding,PGR
ENSG00000101856,protein_coding,PGRMC1
ENSG00000164040,protein_coding,PGRMC2
ENSG00000087157,protein_coding,PGS1
ENSG00000112137,protein_coding,PHACTR1
ENSG00000112419,protein_coding,PHACTR2
ENSG00000087495,protein_coding,PHACTR3
ENSG00000204138,protein_coding,PHACTR4
ENSG00000125149,protein_coding,PHAF1
ENSG00000164902,protein_coding,PHAX
ENSG00000167085,protein_coding,PHB
ENSG00000215021,protein_coding,PHB2
ENSG00000111752,protein_coding,PHC1
ENSG00000134686,protein_coding,PHC2
ENSG00000173889,protein_coding,PHC3
ENSG00000198324,protein_coding,PHETA1
ENSG00000177096,protein_coding,PHETA2
ENSG00000102174,protein_coding,PHEX
ENSG00000112511,protein_coding,PHF1
ENSG00000130024,protein_coding,PHF10
ENSG00000136147,protein_coding,PHF11
ENSG00000109118,protein_coding,PHF12
ENSG00000116273,protein_coding,PHF13
ENSG00000106443,protein_coding,PHF14
ENSG00000119403,protein_coding,PHF19
ENSG00000197724,protein_coding,PHF2
ENSG00000025293,protein_coding,PHF20
ENSG00000129292,protein_coding,PHF20L1
ENSG00000135365,protein_coding,PHF21A
ENSG00000056487,protein_coding,PHF21B
ENSG00000040633,protein_coding,PHF23
ENSG00000122733,protein_coding,PHF24
ENSG00000118482,protein_coding,PHF3
ENSG00000100410,protein_coding,PHF5A
ENSG00000156531,protein_coding,PHF6
ENSG00000010318,protein_coding,PHF7
ENSG00000172943,protein_coding,PHF8
ENSG00000092621,protein_coding,PHGDH
ENSG00000233041,protein_coding,PHGR1
ENSG00000146247,protein_coding,PHIP
ENSG00000067177,protein_coding,PHKA1
ENSG00000044446,protein_coding,PHKA2
ENSG00000102893,protein_coding,PHKB
ENSG00000164776,protein_coding,PHKG1
ENSG00000156873,protein_coding,PHKG2
ENSG00000139289,protein_coding,PHLDA1
ENSG00000181649,protein_coding,PHLDA2
ENSG00000174307,protein_coding,PHLDA3
ENSG00000019144,protein_coding,PHLDB1
ENSG00000144824,protein_coding,PHLDB2
ENSG00000176531,protein_coding,PHLDB3
ENSG00000081913,protein_coding,PHLPP1
ENSG00000040199,protein_coding,PHLPP2
ENSG00000173868,protein_coding,PHOSPHO1
ENSG00000144362,protein_coding,PHOSPHO2
ENSG00000165462,protein_coding,PHOX2A
ENSG00000109132,protein_coding,PHOX2B
ENSG00000054148,protein_coding,PHPT1
ENSG00000070047,protein_coding,PHRF1
ENSG00000116793,protein_coding,PHTF1
ENSG00000006576,protein_coding,PHTF2
ENSG00000107537,protein_coding,PHYH
ENSG00000175287,protein_coding,PHYHD1
ENSG00000168490,protein_coding,PHYHIP
ENSG00000165443,protein_coding,PHYHIPL
ENSG00000175309,protein_coding,PHYKPL
ENSG00000137558,protein_coding,PI15
ENSG00000164530,protein_coding,PI16
ENSG00000124102,protein_coding,PI3
ENSG00000155252,protein_coding,PI4K2A
ENSG00000038210,protein_coding,PI4K2B
ENSG00000241973,protein_coding,PI4KA
ENSG00000143393,protein_coding,PI4KB
ENSG00000139200,protein_coding,PIANP
ENSG00000033800,protein_coding,PIAS1
ENSG00000078043,protein_coding,PIAS2
ENSG00000131788,protein_coding,PIAS3
ENSG00000105229,protein_coding,PIAS4
ENSG00000083535,protein_coding,PIBF1
ENSG00000073921,protein_coding,PICALM
ENSG00000100151,protein_coding,PICK1
ENSG00000153823,protein_coding,PID1
ENSG00000177595,protein_coding,PIDD1
ENSG00000103335,protein_coding,PIEZO1
ENSG00000154864,protein_coding,PIEZO2
ENSG00000140451,protein_coding,PIF1
ENSG00000173947,protein_coding,PIFO
ENSG00000165195,protein_coding,PIGA
ENSG00000069943,protein_coding,PIGB
ENSG00000225973,protein_coding,PIGBOS1
ENSG00000135845,protein_coding,PIGC
ENSG00000151665,protein_coding,PIGF
ENSG00000174227,protein_coding,PIGG
ENSG00000100564,protein_coding,PIGH
ENSG00000142892,protein_coding,PIGK
ENSG00000108474,protein_coding,PIGL
ENSG00000143315,protein_coding,PIGM
ENSG00000197563,protein_coding,PIGN
ENSG00000165282,protein_coding,PIGO
ENSG00000185808,protein_coding,PIGP
ENSG00000007541,protein_coding,PIGQ
ENSG00000162896,protein_coding,PIGR
ENSG00000087111,protein_coding,PIGS
ENSG00000124155,protein_coding,PIGT
ENSG00000101464,protein_coding,PIGU
ENSG00000060642,protein_coding,PIGV
ENSG00000277161,protein_coding,PIGW
ENSG00000163964,protein_coding,PIGX
ENSG00000255072,protein_coding,PIGY
ENSG00000119227,protein_coding,PIGZ
ENSG00000104872,protein_coding,PIH1D1
ENSG00000150773,protein_coding,PIH1D2
ENSG00000155629,protein_coding,PIK3AP1
ENSG00000011405,protein_coding,PIK3C2A
ENSG00000133056,protein_coding,PIK3C2B
ENSG00000139144,protein_coding,PIK3C2G
ENSG00000078142,protein_coding,PIK3C3
ENSG00000121879,protein_coding,PIK3CA
ENSG00000051382,protein_coding,PIK3CB
ENSG00000171608,protein_coding,PIK3CD
ENSG00000105851,protein_coding,PIK3CG
ENSG00000100100,protein_coding,PIK3IP1
ENSG00000145675,protein_coding,PIK3R1
ENSG00000105647,protein_coding,PIK3R2
ENSG00000117461,protein_coding,PIK3R3
ENSG00000196455,protein_coding,PIK3R4
ENSG00000141506,protein_coding,PIK3R5
ENSG00000276231,protein_coding,PIK3R6
ENSG00000115020,protein_coding,PIKFYVE
ENSG00000085514,protein_coding,PILRA
ENSG00000121716,protein_coding,PILRB
ENSG00000137193,protein_coding,PIM1
ENSG00000102096,protein_coding,PIM2
ENSG00000198355,protein_coding,PIM3
ENSG00000129195,protein_coding,PIMREG
ENSG00000127445,protein_coding,PIN1
ENSG00000102309,protein_coding,PIN4
ENSG00000158828,protein_coding,PINK1
ENSG00000234465,protein_coding,PINLYP
ENSG00000254093,protein_coding,PINX1
ENSG00000258724,protein_coding,PINX1
ENSG00000159763,protein_coding,PIP
ENSG00000150867,protein_coding,PIP4K2A
ENSG00000276293,protein_coding,PIP4K2B
ENSG00000166908,protein_coding,PIP4K2C
ENSG00000165782,protein_coding,PIP4P1
ENSG00000155099,protein_coding,PIP4P2
ENSG00000143398,protein_coding,PIP5K1A
ENSG00000107242,protein_coding,PIP5K1B
ENSG00000186111,protein_coding,PIP5K1C
ENSG00000167103,protein_coding,PIP5KL1
ENSG00000179761,protein_coding,PIPOX
ENSG00000087842,protein_coding,PIR
ENSG00000233670,protein_coding,PIRT
ENSG00000241878,protein_coding,PISD
ENSG00000057757,protein_coding,PITHD1
ENSG00000174238,protein_coding,PITPNA
ENSG00000180957,protein_coding,PITPNB
ENSG00000154217,protein_coding,PITPNC1
ENSG00000110697,protein_coding,PITPNM1
ENSG00000090975,protein_coding,PITPNM2
ENSG00000091622,protein_coding,PITPNM3
ENSG00000107959,protein_coding,PITRM1
ENSG00000069011,protein_coding,PITX1
ENSG00000164093,protein_coding,PITX2
ENSG00000107859,protein_coding,PITX3
ENSG00000125207,protein_coding,PIWIL1
ENSG00000197181,protein_coding,PIWIL2
ENSG00000184571,protein_coding,PIWIL3
ENSG00000134627,protein_coding,PIWIL4
ENSG00000181191,protein_coding,PJA1
ENSG00000198961,protein_coding,PJA2
ENSG00000204311,protein_coding,PJVK
ENSG00000008710,protein_coding,PKD1
ENSG00000158683,protein_coding,PKD1L1
ENSG00000277481,protein_coding,PKD1L3
ENSG00000118762,protein_coding,PKD2
ENSG00000107593,protein_coding,PKD2L1
ENSG00000078795,protein_coding,PKD2L2
ENSG00000162878,protein_coding,PKDCC
ENSG00000130943,protein_coding,PKDREJ
ENSG00000170927,protein_coding,PKHD1
ENSG00000205038,protein_coding,PKHD1L1
ENSG00000171033,protein_coding,PKIA
ENSG00000135549,protein_coding,PKIB
ENSG00000168734,protein_coding,PKIG
ENSG00000143627,protein_coding,PKLR
ENSG00000067225,protein_coding,PKM
ENSG00000127564,protein_coding,PKMYT1
ENSG00000123143,protein_coding,PKN1
ENSG00000065243,protein_coding,PKN2
ENSG00000160447,protein_coding,PKN3
ENSG00000160199,protein_coding,PKNOX1
ENSG00000165495,protein_coding,PKNOX2
ENSG00000081277,protein_coding,PKP1
ENSG00000057294,protein_coding,PKP2
ENSG00000184363,protein_coding,PKP3
ENSG00000144283,protein_coding,PKP4
ENSG00000144837,protein_coding,PLA1A
ENSG00000069764,protein_coding,PLA2G10
ENSG00000123739,protein_coding,PLA2G12A
ENSG00000138308,protein_coding,PLA2G12B
ENSG00000103066,protein_coding,PLA2G15
ENSG00000170890,protein_coding,PLA2G1B
ENSG00000188257,protein_coding,PLA2G2A
ENSG00000187980,protein_coding,PLA2G2C
ENSG00000117215,protein_coding,PLA2G2D
ENSG00000188784,protein_coding,PLA2G2E
ENSG00000158786,protein_coding,PLA2G2F
ENSG00000100078,protein_coding,PLA2G3
ENSG00000116711,protein_coding,PLA2G4A
ENSG00000243708,protein_coding,PLA2G4B
ENSG00000105499,protein_coding,PLA2G4C
ENSG00000159337,protein_coding,PLA2G4D
ENSG00000188089,protein_coding,PLA2G4E
ENSG00000168907,protein_coding,PLA2G4F
ENSG00000127472,protein_coding,PLA2G5
ENSG00000184381,protein_coding,PLA2G6
ENSG00000146070,protein_coding,PLA2G7
ENSG00000153246,protein_coding,PLA2R1
ENSG00000137055,protein_coding,PLAA
ENSG00000127252,protein_coding,PLAAT1
ENSG00000133328,protein_coding,PLAAT2
ENSG00000176485,protein_coding,PLAAT3
ENSG00000133321,protein_coding,PLAAT4
ENSG00000168004,protein_coding,PLAAT5
ENSG00000170965,protein_coding,PLAC1
ENSG00000145287,protein_coding,PLAC8
ENSG00000173261,protein_coding,PLAC8L1
ENSG00000189129,protein_coding,PLAC9
